4_digit_NAICS_code,NAICS_title,education,employees,mean_income,10_percent,25_percent,50_percent,75_percent,90_percent
6212,Offices of Dentists,Doctoral or professional degree,"103,880","180,490","69,430","110,560","162,800",,
6212,Offices of Dentists,Bachelor's degree,"10,470","73,480","34,500","45,900","61,110","84,340","119,470"
6212,Offices of Dentists,Associate's degree,"192,610","72,860","49,990","60,360","72,520","86,310","98,700"
6212,Offices of Dentists,Postsecondary nondegree award,"304,620","37,020","24,900","29,590","36,060","44,080","50,920"
6212,Offices of Dentists,"Some college, no degree","12,160","41,020","21,650","30,670","40,000","51,150","60,840"
6212,Offices of Dentists,High school diploma or equivalent,"268,670","38,090","22,080","28,130","36,290","46,390","57,280"
6212,Offices of Dentists,No formal educational credential,"5,770","27,580","17,600","19,130","23,800","34,450","45,000"
6213,Offices of Other Health Practitioners,Doctoral or professional degree,"154,660","91,210","43,910","61,400","80,200","105,780","146,080"
6213,Offices of Other Health Practitioners,Master's degree,"89,160","78,010","36,180","54,220","74,860","97,080","121,010"
6213,Offices of Other Health Practitioners,Bachelor's degree,"62,990","71,040","32,170","42,030","59,350","84,460","119,760"
6213,Offices of Other Health Practitioners,Associate's degree,"57,150","54,910","31,890","43,050","54,820","65,920","77,340"
6213,Offices of Other Health Practitioners,Postsecondary nondegree award,"113,640","34,810","20,530","24,810","30,600","38,920","56,420"
6213,Offices of Other Health Practitioners,"Some college, no degree","10,460","35,990","21,140","27,160","34,390","42,740","52,650"
6213,Offices of Other Health Practitioners,High school diploma or equivalent,"302,950","31,700","19,890","23,630","29,260","36,970","47,040"
6213,Offices of Other Health Practitioners,No formal educational credential,"14,080","24,330","17,290","18,970","22,540","28,320","35,030"
6214,Outpatient Care Centers,Doctoral or professional degree,"48,340","168,930","59,560","97,700","155,400",,
6214,Outpatient Care Centers,Master's degree,"76,510","66,190","29,660","37,580","53,680","88,050","118,960"
6214,Outpatient Care Centers,Bachelor's degree,"243,360","69,900","34,400","46,970","63,520","82,580","111,350"
6214,Outpatient Care Centers,Associate's degree,"28,950",,,,,,
6214,Outpatient Care Centers,Postsecondary nondegree award,"111,000","37,360","23,400","28,130","35,140","44,720","55,770"
6214,Outpatient Care Centers,"Some college, no degree","7,410",,,,,,
6214,Outpatient Care Centers,High school diploma or equivalent,"200,030","36,550","22,270","27,200","33,920","43,130","55,220"
6214,Outpatient Care Centers,No formal educational credential,"21,810","26,070","17,940","19,800","23,460","29,570","38,870"
6215,Medical and Diagnostic Laboratories,Doctoral or professional degree,"10,420","180,450","52,740","79,260","170,910",,
6215,Medical and Diagnostic Laboratories,Master's degree,"1,650","111,490","53,760","71,490","93,950","122,110",
6215,Medical and Diagnostic Laboratories,Bachelor's degree,"55,140","76,450","41,230","52,520","66,630","87,320","120,440"
6215,Medical and Diagnostic Laboratories,Associate's degree,"62,020","52,780","28,620","36,320","50,080","65,760","79,820"
6215,Medical and Diagnostic Laboratories,Postsecondary nondegree award,"44,730","34,160","24,800","28,170","33,410","38,400","46,160"
6215,Medical and Diagnostic Laboratories,"Some college, no degree","3,420","46,040","27,600","34,070","43,060","55,800","70,870"
6215,Medical and Diagnostic Laboratories,High school diploma or equivalent,"75,980","38,450","22,860","27,490","34,060","44,220","59,950"
6215,Medical and Diagnostic Laboratories,No formal educational credential,"1,470","29,320","19,080","22,070","28,020","35,170","40,280"
6216,Home Health Care Services,Doctoral or professional degree,"29,650","102,860","62,950","76,660","94,480","120,880","155,110"
6216,Home Health Care Services,Master's degree,"39,940","75,670","39,360","50,630","68,910","94,650","124,490"
6216,Home Health Care Services,Bachelor's degree,"240,040","72,680","43,140","53,640","65,270","82,720","110,390"
6216,Home Health Care Services,Associate's degree,"15,100","57,360","29,690","41,910","56,150","70,000","86,400"
6216,Home Health Care Services,Postsecondary nondegree award,"161,260","35,950","19,700","24,200","34,220","45,260","56,610"
6216,Home Health Care Services,"Some college, no degree","5,580","40,460","25,020","31,710","38,280","48,310","59,710"
6216,Home Health Care Services,High school diploma or equivalent,"116,270","37,790","21,370","26,920","34,340","44,740","59,710"
6216,Home Health Care Services,No formal educational credential,"691,110","21,590","16,720","18,240","20,450","23,900","28,750"
6219,Other Ambulatory Health Care Services,Doctoral or professional degree,"2,520","145,410","51,320","74,900","123,470",,
6219,Other Ambulatory Health Care Services,Master's degree,"2,550","74,470","35,760","49,160","70,710","95,810","122,020"
6219,Other Ambulatory Health Care Services,Bachelor's degree,"43,390","74,800","38,870","50,280","64,890","86,700","120,220"
6219,Other Ambulatory Health Care Services,Associate's degree,"12,270","42,310","23,790","29,910","38,910","50,780","66,550"
6219,Other Ambulatory Health Care Services,Postsecondary nondegree award,"146,220","33,090","20,700","24,760","30,060","38,550","49,320"
6219,Other Ambulatory Health Care Services,"Some college, no degree","2,250","43,500","26,330","32,890","40,140","51,050","63,080"
6219,Other Ambulatory Health Care Services,High school diploma or equivalent,"70,330","37,790","19,910","24,390","32,450","45,460","62,880"
6219,Other Ambulatory Health Care Services,No formal educational credential,"4,890","25,440","17,930","20,360","23,690","29,240","36,200"
6221,General Medical and Surgical Hospitals,Doctoral or professional degree,"304,360","134,460","54,370","70,880","111,680","172,400",
6221,General Medical and Surgical Hospitals,Master's degree,,"86,140","44,200","59,430","81,170","104,840","133,210"
6221,General Medical and Surgical Hospitals,Bachelor's degree,"2,124,420","75,430","46,530","56,190","69,970","88,630","112,920"
6221,General Medical and Surgical Hospitals,Associate's degree,"455,320","57,220","32,670","43,340","55,840","69,930","83,780"
6221,General Medical and Surgical Hospitals,Postsecondary nondegree award,"799,250","35,280","21,860","26,280","32,670","41,570","51,980"
6221,General Medical and Surgical Hospitals,"Some college, no degree",,"42,640","26,950","32,800","39,550","49,150","61,750"
6221,General Medical and Surgical Hospitals,High school diploma or equivalent,"1,019,040","37,800","23,040","27,890","34,920","44,670","57,270"
6221,General Medical and Surgical Hospitals,No formal educational credential,"354,500","26,980","18,430","20,980","25,050","31,180","38,360"
6222,Psychiatric and Substance Abuse Hospitals,Doctoral or professional degree,"10,490","139,260","54,930","79,840","119,390","182,470",
6222,Psychiatric and Substance Abuse Hospitals,Master's degree,"13,800","54,070","28,130","35,930","48,600","66,300","90,060"
6222,Psychiatric and Substance Abuse Hospitals,Bachelor's degree,"72,610","65,090","37,660","49,080","61,330","77,030","95,930"
6222,Psychiatric and Substance Abuse Hospitals,Associate's degree,"1,890","43,040","23,920","30,100","41,530","53,880","66,090"
6222,Psychiatric and Substance Abuse Hospitals,Postsecondary nondegree award,"42,760","36,550","21,290","25,510","32,420","45,560","58,790"
6222,Psychiatric and Substance Abuse Hospitals,"Some college, no degree","1,600","37,920","24,580","28,900","36,000","45,030","54,460"
6222,Psychiatric and Substance Abuse Hospitals,High school diploma or equivalent,"69,730","35,800","21,600","26,140","33,060","43,320","53,570"
6222,Psychiatric and Substance Abuse Hospitals,No formal educational credential,"17,850","27,290","18,010","20,760","25,630","32,760","38,670"
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,Doctoral or professional degree,"20,100","113,230","56,970","72,290","95,940","128,200",
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,Master's degree,"17,050","84,180","47,530","62,960","80,690","101,250","125,460"
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,Bachelor's degree,"88,290","78,820","48,910","58,670","73,290","93,070","117,620"
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,Associate's degree,"20,110","59,250","34,060","46,140","57,830","71,350","86,020"
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,Postsecondary nondegree award,"43,150","35,710","21,520","26,000","32,820","43,030","55,430"
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,"Some college, no degree","1,240","44,420","27,350","33,650","41,520","51,480","65,650"
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,High school diploma or equivalent,"43,560","40,200","24,400","29,280","36,990","47,710","60,910"
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,No formal educational credential,"15,570","27,770","18,790","21,410","25,890","32,840","39,100"
6231,Nursing Care Facilities (Skilled Nursing Facilities),Doctoral or professional degree,,"93,650","65,350","79,180","92,180","108,110","124,200"
6231,Nursing Care Facilities (Skilled Nursing Facilities),Master's degree,"36,460","69,400","35,680","46,770","65,440","91,040","111,140"
6231,Nursing Care Facilities (Skilled Nursing Facilities),Bachelor's degree,"221,430","67,440","42,950","52,140","61,890","76,710","96,840"
6231,Nursing Care Facilities (Skilled Nursing Facilities),Associate's degree,"31,420","51,730","20,660","33,600","54,330","68,540","78,090"
6231,Nursing Care Facilities (Skilled Nursing Facilities),Postsecondary nondegree award,"845,460","30,760","19,870","22,570","27,910","36,900","47,610"
6231,Nursing Care Facilities (Skilled Nursing Facilities),"Some college, no degree",,"39,430","26,270","31,990","37,620","46,210","56,460"
6231,Nursing Care Facilities (Skilled Nursing Facilities),High school diploma or equivalent,"176,000","34,180","19,970","24,070","31,140","40,910","53,030"
6231,Nursing Care Facilities (Skilled Nursing Facilities),No formal educational credential,"321,580","22,890","17,200","18,750","21,450","25,640","31,240"
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",Doctoral or professional degree,"3,330","99,690","39,720","48,610","69,610","120,810",
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",Master's degree,"38,090","38,510","21,990","27,030","34,460","45,600","59,880"
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",Bachelor's degree,"88,980","53,750","26,630","34,390","47,020","63,040","85,600"
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",Associate's degree,"2,130","40,530","21,660","27,810","36,590","51,570","64,550"
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",Postsecondary nondegree award,"43,210","30,390","20,080","22,500","27,600","36,530","46,500"
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities","Some college, no degree","5,070","33,750","20,630","25,000","31,280","39,880","49,610"
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",High school diploma or equivalent,"145,340","29,500","19,120","22,200","27,510","34,700","43,450"
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",No formal educational credential,"282,270","22,790","17,660","19,410","22,110","25,090","29,680"
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Doctoral or professional degree,,"93,980","64,240","79,680","92,270","107,360","122,850"
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Master's degree,"8,160","57,690","27,720","39,310","51,410","73,980","98,940"
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Bachelor's degree,"68,740","66,970","39,370","49,250","60,910","76,530","98,390"
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Associate's degree,"5,410","36,340","18,240","21,460","29,990","48,600","65,510"
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Postsecondary nondegree award,"214,560","29,720","19,630","22,090","26,690","34,950","46,460"
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,"Some college, no degree",,"37,590","24,060","30,220","36,480","44,730","53,110"
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,High school diploma or equivalent,"128,430","33,470","20,040","23,720","30,090","39,270","51,870"
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,No formal educational credential,"431,800","22,440","17,370","19,000","21,490","24,500","29,590"
6239,Other Residential Care Facilities,Doctoral or professional degree,"1,290","80,190","37,630","47,710","63,550","93,190","149,360"
6239,Other Residential Care Facilities,Master's degree,"12,670","39,100","22,950","27,850","35,290","46,110","60,390"
6239,Other Residential Care Facilities,Bachelor's degree,"32,760","52,830","26,070","33,470","45,440","62,280","86,880"
6239,Other Residential Care Facilities,Associate's degree,860,"39,280","22,460","28,290","36,450","48,020","60,570"
6239,Other Residential Care Facilities,Postsecondary nondegree award,"7,140","30,220","19,820","22,350","27,410","37,340","46,380"
6239,Other Residential Care Facilities,"Some college, no degree","2,550","32,160","19,380","23,350","30,040","38,610","48,240"
6239,Other Residential Care Facilities,High school diploma or equivalent,"71,370","28,570","18,830","21,690","26,600","32,990","41,270"
6239,Other Residential Care Facilities,No formal educational credential,"34,480","23,410","17,800","19,490","22,430","26,180","30,250"
6241,Individual and Family Services,Doctoral or professional degree,"10,120","86,800","38,840","49,370","69,450","102,080","157,900"
6241,Individual and Family Services,Master's degree,"112,410","43,980","24,730","31,700","39,440","51,840","69,040"
6241,Individual and Family Services,Bachelor's degree,"265,530","54,510","28,000","35,360","46,790","63,560","89,890"
6241,Individual and Family Services,Associate's degree,"17,510","35,410","20,720","25,770","32,630","41,660","54,970"
6241,Individual and Family Services,Postsecondary nondegree award,"40,890","28,830","18,190","20,990","25,410","34,370","45,920"
6241,Individual and Family Services,"Some college, no degree","33,780","30,430","18,800","21,550","27,820","36,450","46,790"
6241,Individual and Family Services,High school diploma or equivalent,"341,640","31,700","19,050","22,560","29,140","37,510","48,340"
6241,Individual and Family Services,No formal educational credential,"770,050","21,900","17,090","18,840","21,230","23,960","28,390"
6242,"Community Food and Housing, and Emergency and Other Relief Services",Doctoral or professional degree,650,,,,,,
6242,"Community Food and Housing, and Emergency and Other Relief Services",Master's degree,"10,990","41,290","23,880","30,500","37,820","48,080","63,720"
6242,"Community Food and Housing, and Emergency and Other Relief Services",Bachelor's degree,"44,510","57,840","27,490","35,840","48,780","70,070","97,580"
6242,"Community Food and Housing, and Emergency and Other Relief Services",Associate's degree,850,,,,,,
6242,"Community Food and Housing, and Emergency and Other Relief Services",Postsecondary nondegree award,"1,350","33,900","20,230","25,000","32,610","39,750","49,910"
6242,"Community Food and Housing, and Emergency and Other Relief Services","Some college, no degree","3,450","37,840","22,480","28,410","36,050","45,440","57,110"
6242,"Community Food and Housing, and Emergency and Other Relief Services",High school diploma or equivalent,"70,770","31,790","19,080","22,670","29,040","37,480","48,120"
6242,"Community Food and Housing, and Emergency and Other Relief Services",No formal educational credential,"21,860","24,720","17,600","19,180","22,790","28,440","35,050"
6243,Vocational Rehabilitation Services,Doctoral or professional degree,810,"81,620","35,820","50,070","70,130","98,690","131,440"
6243,Vocational Rehabilitation Services,Master's degree,"52,390","37,710","20,520","25,280","33,020","44,130","61,850"
6243,Vocational Rehabilitation Services,Bachelor's degree,"46,530","57,620","26,790","35,940","49,580","70,530","96,200"
6243,Vocational Rehabilitation Services,Associate's degree,"2,170","40,380","23,550","28,710","36,030","48,210","64,150"
6243,Vocational Rehabilitation Services,Postsecondary nondegree award,"3,760","32,260","20,300","23,440","31,270","38,180","47,330"
6243,Vocational Rehabilitation Services,"Some college, no degree","5,260","33,870","19,630","25,170","32,210","40,200","50,210"
6243,Vocational Rehabilitation Services,High school diploma or equivalent,"98,050","29,950","18,280","20,570","26,980","35,870","46,650"
6243,Vocational Rehabilitation Services,No formal educational credential,"118,890","22,740","17,200","18,650","20,870","24,830","30,660"
6244,Child Day Care Services,Doctoral or professional degree,700,"94,730","45,010","56,490","72,020","98,890","179,480"
6244,Child Day Care Services,Master's degree,"10,310","50,080","25,460","32,560","43,240","60,020","84,020"
6244,Child Day Care Services,Bachelor's degree,"76,100","48,100","24,180","31,090","40,220","56,830","78,510"
6244,Child Day Care Services,Associate's degree,"245,980","28,400","18,780","21,470","26,220","32,630","41,280"
6244,Child Day Care Services,Postsecondary nondegree award,730,"38,870","22,210","27,440","36,260","48,390","60,840"
6244,Child Day Care Services,"Some college, no degree","114,760","23,400","17,620","18,960","21,720","26,370","31,700"
6244,Child Day Care Services,High school diploma or equivalent,"347,930","22,540","16,780","18,110","20,130","24,640","31,540"
6244,Child Day Care Services,No formal educational credential,"36,100","22,730","17,020","18,520","21,320","25,300","30,710"
7111,Performing Arts Companies,Doctoral or professional degree,,"78,950","49,480","54,270","62,450","86,420","136,330"
7111,Performing Arts Companies,Master's degree,590,"52,670","22,820","32,260","49,590","61,910","92,990"
7111,Performing Arts Companies,Bachelor's degree,"25,880","66,400","24,980","36,710","53,370","78,280","119,700"
7111,Performing Arts Companies,Associate's degree,,"44,330","20,630","28,050","41,550","51,800","74,860"
7111,Performing Arts Companies,Postsecondary nondegree award,"3,870","50,900","20,300","28,640","40,530","64,660","103,600"
7111,Performing Arts Companies,"Some college, no degree","10,980","58,040","18,920","24,150","36,870","68,040","122,480"
7111,Performing Arts Companies,High school diploma or equivalent,"26,280","44,330","19,740","26,290","36,920","53,500","76,950"
7111,Performing Arts Companies,No formal educational credential,"51,980","47,330","17,880","19,540","28,780","53,810","99,450"
7112,Spectator Sports,Doctoral or professional degree,240,"149,940","61,450","87,210","128,320",,
7112,Spectator Sports,Master's degree,40,"67,630","22,810","40,230","69,570","94,210","113,270"
7112,Spectator Sports,Bachelor's degree,"24,580","78,840","23,200","37,080","58,760","96,620","157,440"
7112,Spectator Sports,Associate's degree,350,"47,920","20,300","32,030","42,130","57,940","78,770"
7112,Spectator Sports,Postsecondary nondegree award,"5,530","52,020","23,530","33,200","49,770","66,140","81,290"
7112,Spectator Sports,"Some college, no degree","1,710","41,480","21,140","28,910","38,040","49,400","65,410"
7112,Spectator Sports,High school diploma or equivalent,"56,440","35,630","18,400","20,880","28,390","42,830","61,690"
7112,Spectator Sports,No formal educational credential,"49,420","34,640","17,120","18,530","21,480","29,940","48,470"
7113,"Promoters of Performing Arts, Sports, and Similar Events",Doctoral or professional degree,90,"151,950","81,300","98,550","136,730","184,420",
7113,"Promoters of Performing Arts, Sports, and Similar Events",Master's degree,200,"49,280","31,800","35,580","42,780","56,040","85,760"
7113,"Promoters of Performing Arts, Sports, and Similar Events",Bachelor's degree,"27,330","73,820","26,910","38,320","57,070","89,460","138,870"
7113,"Promoters of Performing Arts, Sports, and Similar Events",Associate's degree,390,"56,280","26,240","35,130","50,630","73,850","96,980"
7113,"Promoters of Performing Arts, Sports, and Similar Events",Postsecondary nondegree award,"3,480","49,860","22,250","30,730","42,970","60,300","93,660"
7113,"Promoters of Performing Arts, Sports, and Similar Events","Some college, no degree","2,590","40,830","19,450","26,350","35,900","48,560","63,730"
7113,"Promoters of Performing Arts, Sports, and Similar Events",High school diploma or equivalent,"34,150","37,710","19,180","23,100","31,580","45,910","62,170"
7113,"Promoters of Performing Arts, Sports, and Similar Events",No formal educational credential,"55,900","26,290","17,140","18,600","21,030","28,900","41,760"
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",Doctoral or professional degree,180,"153,940","55,650","84,860","142,160",,
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",Bachelor's degree,"12,500","99,230","27,170","40,470","65,630","125,570",
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",Associate's degree,,"42,140","30,200","32,780","35,970","39,290","76,870"
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",Postsecondary nondegree award,80,"52,260","30,790","40,890","47,260","59,690","84,480"
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Some college, no degree",,"50,250","22,720","33,880","45,140","57,490","75,350"
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",High school diploma or equivalent,"8,570","38,980","20,290","25,910","33,420","45,520","64,400"
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",No formal educational credential,670,"55,190","18,810","23,830","42,390","73,190","118,260"
7115,"Independent Artists, Writers, and Performers",Doctoral or professional degree,60,"127,190","43,740","52,410","76,580",,
7115,"Independent Artists, Writers, and Performers",Master's degree,40,"52,850","32,520","40,830","54,230","60,520","73,160"
7115,"Independent Artists, Writers, and Performers",Bachelor's degree,"22,610","85,960","24,900","38,000","61,570","106,390","185,680"
7115,"Independent Artists, Writers, and Performers",Associate's degree,200,"56,440","26,250","36,120","45,160","72,310","112,490"
7115,"Independent Artists, Writers, and Performers",Postsecondary nondegree award,"3,240","52,730","25,520","35,020","47,390","64,760","91,760"
7115,"Independent Artists, Writers, and Performers","Some college, no degree","3,740","80,400","20,040","28,450","42,520","78,680",
7115,"Independent Artists, Writers, and Performers",High school diploma or equivalent,"14,340","44,240","19,410","25,830","36,870","54,520","75,010"
7115,"Independent Artists, Writers, and Performers",No formal educational credential,"8,780","42,970","18,940","22,650","32,230","46,870","72,930"
7121,"Museums, Historical Sites, and Similar Institutions",Doctoral or professional degree,350,"115,220","47,880","67,260","90,950","132,840",
7121,"Museums, Historical Sites, and Similar Institutions",Master's degree,"10,410","52,490","26,410","34,550","46,690","63,620","86,060"
7121,"Museums, Historical Sites, and Similar Institutions",Bachelor's degree,"33,970","66,940","27,250","37,170","53,000","79,200","121,540"
7121,"Museums, Historical Sites, and Similar Institutions",Associate's degree,800,"48,060","26,060","33,140","43,840","58,520","76,020"
7121,"Museums, Historical Sites, and Similar Institutions",Postsecondary nondegree award,"1,540","41,520","22,860","29,210","38,430","50,360","64,410"
7121,"Museums, Historical Sites, and Similar Institutions","Some college, no degree","3,680","34,010","18,690","23,110","32,240","41,290","52,150"
7121,"Museums, Historical Sites, and Similar Institutions",High school diploma or equivalent,"65,670","32,680","18,520","21,150","28,510","39,370","53,580"
7121,"Museums, Historical Sites, and Similar Institutions",No formal educational credential,"34,940","24,240","17,260","18,780","21,640","27,610","35,970"
7131,Amusement Parks and Arcades,Master's degree,,"65,010","19,290","43,970","66,230","84,250","106,440"
7131,Amusement Parks and Arcades,Bachelor's degree,"12,310","80,070","33,330","48,970","71,260","100,780","135,540"
7131,Amusement Parks and Arcades,Associate's degree,600,"41,880","19,640","27,440","38,890","49,790","68,500"
7131,Amusement Parks and Arcades,Postsecondary nondegree award,"2,880","45,640","21,290","27,780","41,360","57,220","76,520"
7131,Amusement Parks and Arcades,"Some college, no degree",,"50,240","20,820","26,030","34,810","47,780","76,580"
7131,Amusement Parks and Arcades,High school diploma or equivalent,"44,190","36,380","19,190","22,310","30,100","45,520","61,080"
7131,Amusement Parks and Arcades,No formal educational credential,"127,710","22,240","17,160","18,560","19,870","23,510","29,530"
7132,Gambling Industries,Doctoral or professional degree,60,"167,540","84,250","113,420","160,200",,
7132,Gambling Industries,Bachelor's degree,"12,160","73,340","30,690","42,410","60,910","89,470","126,680"
7132,Gambling Industries,Associate's degree,580,"41,870","22,440","28,340","38,510","50,020","67,690"
7132,Gambling Industries,Postsecondary nondegree award,"1,440","42,010","24,400","29,760","38,860","49,720","64,650"
7132,Gambling Industries,"Some college, no degree","3,940","35,780","21,710","26,360","33,360","42,340","54,040"
7132,Gambling Industries,High school diploma or equivalent,"150,810","30,320","17,970","19,700","25,110","36,710","50,390"
7132,Gambling Industries,No formal educational credential,"87,590","22,820","17,130","18,580","20,580","24,850","30,960"
7139,Other Amusement and Recreation Industries,Doctoral or professional degree,170,"96,230","55,150","66,440","77,990","99,890","163,730"
7139,Other Amusement and Recreation Industries,Master's degree,790,"53,740","24,380","29,500","48,510","62,570","104,830"
7139,Other Amusement and Recreation Industries,Bachelor's degree,"105,840","59,460","19,770","28,990","46,970","73,000","110,330"
7139,Other Amusement and Recreation Industries,Associate's degree,"2,370","33,660","18,410","21,800","28,960","38,930","58,350"
7139,Other Amusement and Recreation Industries,Postsecondary nondegree award,"8,380","37,880","18,170","20,400","31,300","47,100","66,600"
7139,Other Amusement and Recreation Industries,"Some college, no degree","11,300","37,170","19,600","27,010","35,680","45,560","55,750"
7139,Other Amusement and Recreation Industries,High school diploma or equivalent,"479,330","35,720","18,140","20,320","29,590","45,240","61,950"
7139,Other Amusement and Recreation Industries,No formal educational credential,"578,330","22,860","17,040","18,320","19,890","24,890","32,310"
7211,Traveler Accommodation,Doctoral or professional degree,60,"148,280","66,710","88,650","134,020",,
7211,Traveler Accommodation,Master's degree,30,"50,010","21,430","32,700","48,260","62,550","82,520"
7211,Traveler Accommodation,Bachelor's degree,"72,270","75,880","31,550","43,520","62,360","92,380","133,980"
7211,Traveler Accommodation,Associate's degree,"1,980","39,660","24,950","29,440","36,530","46,390","59,450"
7211,Traveler Accommodation,Postsecondary nondegree award,"17,220","40,820","17,580","19,260","31,820","56,830","78,370"
7211,Traveler Accommodation,"Some college, no degree","20,090","32,910","20,530","24,940","30,970","38,920","48,280"
7211,Traveler Accommodation,High school diploma or equivalent,"729,530","32,540","17,780","20,010","26,840","39,010","56,160"
7211,Traveler Accommodation,No formal educational credential,"1,053,770","24,870","17,100","18,530","21,030","28,110","37,440"
7212,RV (Recreational Vehicle) Parks and Recreational Camps,Master's degree,120,"44,370","19,230","24,240","42,940","57,780","74,950"
7212,RV (Recreational Vehicle) Parks and Recreational Camps,Bachelor's degree,"4,090","67,660","27,170","39,330","56,790","79,710","116,650"
7212,RV (Recreational Vehicle) Parks and Recreational Camps,Associate's degree,50,"30,220","17,540","18,730","27,190","37,080","48,050"
7212,RV (Recreational Vehicle) Parks and Recreational Camps,Postsecondary nondegree award,110,"44,940","19,520","25,990","41,960","60,350","76,150"
7212,RV (Recreational Vehicle) Parks and Recreational Camps,"Some college, no degree",980,"33,430","19,030","23,190","30,830","39,590","50,640"
7212,RV (Recreational Vehicle) Parks and Recreational Camps,High school diploma or equivalent,"29,240","29,870","17,680","19,480","25,220","35,860","48,480"
7212,RV (Recreational Vehicle) Parks and Recreational Camps,No formal educational credential,"17,650","22,710","16,970","18,280","20,300","24,670","31,600"
7213,Rooming and Boarding Houses,Bachelor's degree,390,"68,970","32,120","45,190","60,540","84,970","110,700"
7213,Rooming and Boarding Houses,Postsecondary nondegree award,50,"27,370","20,070","21,310","23,360","27,850","44,090"
7213,Rooming and Boarding Houses,"Some college, no degree",100,"36,890","21,490","26,780","36,820","45,720","53,630"
7213,Rooming and Boarding Houses,High school diploma or equivalent,"4,390","33,070","18,270","20,360","28,350","38,730","55,580"
7213,Rooming and Boarding Houses,No formal educational credential,"7,620","23,700","17,240","18,560","20,850","27,240","35,010"
7223,Special Food Services,Bachelor's degree,"18,290","70,690","32,110","43,570","59,630","80,950","119,450"
7223,Special Food Services,Associate's degree,980,"32,720","20,260","23,180","29,650","38,430","48,740"
7223,Special Food Services,Postsecondary nondegree award,740,"36,840","25,860","28,220","33,040","42,780","55,030"
7223,Special Food Services,"Some college, no degree","2,900","36,940","21,780","28,530","35,620","44,110","55,380"
7223,Special Food Services,High school diploma or equivalent,"103,460","39,780","20,530","26,150","35,410","49,210","63,740"
7223,Special Food Services,No formal educational credential,"539,130","23,530","17,270","18,700","21,190","26,590","33,570"
7224,Drinking Places (Alcoholic Beverages),Bachelor's degree,"7,120","64,710","22,640","34,330","52,570","76,670","118,760"
7224,Drinking Places (Alcoholic Beverages),Associate's degree,30,"25,130","15,990","16,880","18,380","41,440","47,230"
7224,Drinking Places (Alcoholic Beverages),Postsecondary nondegree award,610,"43,760","26,390","30,860","36,750","47,330","65,340"
7224,Drinking Places (Alcoholic Beverages),"Some college, no degree","2,350","31,840","18,450","20,220","28,670","38,020","48,270"
7224,Drinking Places (Alcoholic Beverages),High school diploma or equivalent,"53,540","31,120","18,130","20,520","26,760","36,730","49,850"
7224,Drinking Places (Alcoholic Beverages),No formal educational credential,"306,040","22,370","16,900","18,010","19,340","23,720","31,610"
7225,Restaurants and Other Eating Places,Bachelor's degree,"92,730","70,210","27,170","37,850","55,010","80,730","127,570"
7225,Restaurants and Other Eating Places,Associate's degree,750,"37,970","19,330","26,450","34,400","45,420","60,200"
7225,Restaurants and Other Eating Places,Postsecondary nondegree award,"1,400","32,060","16,400","17,750","21,170","48,060","59,760"
7225,Restaurants and Other Eating Places,"Some college, no degree","17,830","35,040","19,070","25,120","32,570","43,100","54,640"
7225,Restaurants and Other Eating Places,High school diploma or equivalent,"1,138,970","33,300","18,310","21,090","28,800","41,130","55,150"
7225,Restaurants and Other Eating Places,No formal educational credential,"8,675,900","21,040","16,730","17,870","19,180","22,370","28,480"
