city,state,no_schooling,nursery_school,kindergarten,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th_no_diploma,hs_diploma,GED_or_alternative_credential,college_less_than_year,college_more_than_year_no_degree,associate_degree,bachelor_degree,master_degree,professional_degree,doctorate_degree,computers_mathematics_statistics,biological_agricultural_environmental_sciences,physical_related_sciences,psychology,social_sciences,engineering,multidisciplinary,science_engineering_related,business,education,literature_languages,liberal_arts_history,visual_performing_arts,communications,other
Rocky Mount,VA,133,0,0,14,0,21,34,0,111,174,122,75,268,118,60,1108,339,262,564,302,336,199,48,23,61,17,0,43,43,22,0,34,49,95,0,135,51,20,100
Rogers City,MI,8,0,0,0,0,3,0,0,6,10,29,29,34,37,37,737,58,175,144,136,236,141,6,9,0,55,17,21,8,49,0,56,61,111,11,9,0,2,37
Rogersville,MO,18,0,0,0,0,0,0,0,0,7,35,0,38,39,23,456,84,254,305,198,333,64,19,43,12,32,9,38,11,19,0,61,111,88,16,0,22,25,51
Rogersville,TN,34,0,0,0,0,39,0,41,48,39,89,132,167,228,13,1459,416,212,650,240,461,142,69,0,0,23,6,0,36,30,0,116,185,177,13,36,14,29,33
Rolla,MO,217,0,0,0,0,0,24,67,17,53,229,235,232,186,95,2773,451,557,1520,692,1907,1059,162,484,190,127,344,153,222,695,0,291,652,455,205,224,73,81,215
Romancoke,MD,0,0,0,0,0,0,0,0,0,10,0,39,56,47,72,680,102,108,209,132,619,146,19,62,59,70,31,67,100,134,7,73,212,50,9,38,32,9,39
Rome,GA,586,0,0,28,169,230,66,330,974,567,958,1462,1509,1718,605,9069,2310,2415,5946,2878,3828,1840,729,379,287,388,193,359,472,324,34,911,1413,1439,339,357,275,164,373
Rome,NY,521,0,0,0,28,9,0,17,50,81,335,284,501,574,395,6304,2042,1898,3011,2440,2817,1648,246,59,283,143,122,322,419,307,64,551,871,1033,227,174,130,129,254
Roosevelt,UT,34,0,0,0,0,0,0,0,11,5,14,35,66,132,83,992,151,290,586,256,466,119,19,15,5,20,17,7,52,29,15,98,96,201,11,18,2,17,55
Rosamond,CA,52,0,0,105,0,84,0,43,348,88,166,216,170,363,404,2486,420,732,1927,1231,615,323,87,11,70,17,13,85,57,189,36,33,241,121,0,77,33,7,70
Roseau,MN,12,0,0,0,0,0,0,0,0,0,54,2,40,35,30,471,48,121,264,235,357,123,33,21,12,50,7,15,23,54,0,97,73,167,4,10,9,14,38
Roseburg,OR,314,0,0,0,113,25,50,0,16,56,261,238,709,868,453,7309,1761,3706,6793,3019,3392,1283,238,98,114,577,168,260,452,371,145,517,542,840,171,221,140,150,633
Rose Hill,KS,11,0,0,0,0,0,0,0,0,0,42,29,29,67,0,566,99,215,505,219,405,189,13,0,26,0,0,15,31,42,0,46,205,138,16,64,17,22,32
Roswell,NM,703,0,14,48,38,280,85,188,1102,169,520,1043,819,914,418,6293,1986,2181,5479,2812,3773,1486,163,140,128,398,282,309,586,233,11,537,1030,1513,329,197,90,236,416
Round Lake Beach--McHenry--Grayslake,IL,2266,0,0,0,129,415,367,537,2181,646,1657,1721,2141,2640,3121,48019,6848,15118,29084,15274,37680,15426,2243,1602,2501,3161,2078,2401,4017,4899,342,6182,13279,8544,2410,2749,2585,2572,3470
Roxboro,NC,186,0,0,18,2,78,14,36,62,131,246,527,183,245,45,1925,378,334,973,421,587,116,0,20,18,0,8,27,30,30,0,100,172,148,25,6,37,0,152
Roxborough Park,CO,59,0,0,0,0,0,0,0,0,0,0,0,14,0,61,739,172,429,673,645,1754,1028,255,93,167,277,224,378,311,354,0,346,568,333,86,190,52,133,257
Royston,GA,54,0,11,5,0,0,19,5,23,11,48,171,63,57,29,457,113,93,256,176,120,91,25,15,9,5,5,18,22,11,0,12,33,69,12,19,16,8,31
Ruckersville,VA,8,0,0,0,0,0,0,0,0,12,79,107,39,46,86,1300,90,277,520,251,906,300,8,61,113,76,82,8,145,117,24,101,262,81,43,184,0,43,82
Rugby,ND,16,0,0,0,0,0,0,0,7,0,108,24,80,68,28,569,96,199,417,234,320,26,24,2,0,59,11,0,13,8,0,54,86,104,6,40,10,0,9
Ruidoso,NM,26,0,0,0,0,0,43,53,52,141,187,121,103,203,99,1589,238,275,1388,696,1149,476,28,130,63,98,35,92,21,40,0,178,532,454,133,74,95,79,24
Ruleville,MS,60,0,0,8,13,25,11,28,29,7,92,51,44,85,79,260,109,73,259,98,222,114,10,0,3,22,6,30,29,0,0,23,59,99,8,4,5,8,60
Rumford,ME,42,0,0,0,0,0,0,14,7,44,84,40,49,59,66,1345,328,309,290,333,272,52,0,0,34,9,0,8,30,13,0,60,42,88,0,7,0,15,44
Running Springs,CA,0,0,0,0,0,17,17,0,17,0,0,0,27,77,24,634,28,195,1143,489,459,231,16,35,40,43,16,36,49,45,15,96,193,61,11,28,84,0,87
Rupert,ID,72,0,0,0,0,76,18,42,241,14,86,184,42,259,33,879,184,241,628,210,301,86,48,4,6,4,11,45,55,36,0,33,94,124,51,12,0,0,4
Rush City,MN,5,0,0,0,5,0,0,0,0,6,24,24,64,117,38,574,436,125,215,187,128,52,4,0,0,18,5,0,14,6,0,29,38,41,10,4,9,19,0
Rushville,IL,23,0,0,0,0,0,0,2,0,0,145,33,39,27,30,785,62,162,362,180,165,106,8,20,6,10,4,17,21,10,0,39,21,129,9,20,2,0,34
Rushville,IN,15,0,0,14,0,0,0,8,5,57,100,162,190,169,90,1544,379,319,482,324,332,185,60,0,70,15,4,10,44,11,10,40,171,154,22,45,12,30,30
Rusk,TX,47,0,0,0,0,0,0,46,27,15,90,129,91,100,86,696,171,223,372,69,157,87,6,0,6,0,0,15,4,19,6,16,69,85,9,17,9,0,10
Russell,KS,0,17,0,0,0,5,0,0,24,28,37,28,181,26,36,679,158,214,497,139,282,299,53,39,26,26,11,9,58,0,0,52,55,196,63,121,0,9,144
Russells Point,OH,41,0,0,0,0,0,0,9,4,15,37,84,154,136,70,2234,339,263,498,356,289,122,34,16,25,0,26,37,53,48,0,76,88,106,14,35,2,11,18
Russellville,AL,406,0,0,49,0,118,119,31,341,122,238,199,197,261,76,1757,397,353,609,183,426,168,31,18,43,32,28,0,62,24,0,76,142,163,0,16,12,49,81
Russellville,AR,382,0,0,0,215,129,66,139,358,169,275,939,609,504,289,4559,1097,1122,3155,780,2894,1058,238,251,190,409,173,265,107,213,0,471,954,1033,180,192,71,305,282
Russellville,KY,103,0,0,0,0,7,37,7,39,96,148,202,319,220,122,1503,277,305,470,271,407,253,17,5,6,18,0,17,107,0,0,70,157,221,5,44,0,14,40
Ruston,LA,137,0,36,0,0,7,34,21,53,55,82,195,592,608,160,2293,516,508,2115,495,3004,1637,242,361,291,375,146,385,406,332,34,521,916,1016,162,358,191,125,372
Rutland,VT,81,0,0,0,0,0,0,11,45,48,340,237,286,354,138,4540,489,668,2074,1062,2468,1129,217,109,140,226,123,305,327,175,28,315,675,822,340,231,231,72,244
Sabetha,KS,0,0,0,0,0,7,0,0,0,0,35,26,67,40,25,520,60,181,200,123,288,112,13,16,0,32,0,16,13,40,0,73,92,126,0,27,4,8,31
Sabina,OH,21,0,0,0,0,0,0,11,7,4,17,24,27,55,41,617,95,146,217,115,110,20,4,0,0,23,6,0,30,0,0,0,48,25,0,6,0,0,4
Sacramento,CA,27735,180,258,719,1494,2827,2572,3345,15113,4435,10293,10168,14118,21588,24682,219264,32139,87718,217526,116428,241161,80564,28244,13238,15973,26070,11347,20531,43784,30310,3096,32253,73937,27796,17921,24444,13942,18064,28826
Safford,AZ,114,5,0,0,6,8,24,0,131,47,198,115,224,284,233,2430,694,1074,2417,1196,1024,625,81,14,96,90,86,68,57,102,42,180,286,571,84,72,7,8,112
Saginaw,MI,1064,15,2,21,45,151,56,202,339,302,1035,1095,2490,2765,1549,22497,3670,6159,13482,6888,10407,4217,1108,477,721,739,397,807,1061,979,46,1492,3752,3439,585,816,514,523,1571
Sahuarita--Green Valley,AZ,146,0,0,4,57,0,51,7,97,22,50,169,221,266,365,6598,830,2440,7004,3009,7377,3037,571,444,434,518,580,419,852,1281,12,999,1932,2978,602,525,391,203,799
St. Albans,VT,30,0,0,0,0,0,0,0,17,21,137,68,12,39,70,1706,408,383,1097,632,1154,341,58,18,72,36,38,56,162,103,6,122,209,338,91,154,135,72,79
St. Anthony,ID,47,0,0,0,0,6,0,0,22,26,16,82,60,46,39,485,340,134,327,271,285,60,9,20,16,63,6,5,23,0,0,53,38,140,17,4,6,7,17
St. Augustine,FL,346,0,0,0,14,18,135,326,49,211,275,708,1083,832,749,11090,2729,4337,9432,4297,11473,4204,1423,1022,702,1200,607,919,1515,1429,137,1522,2998,3051,919,1301,1159,670,1161
St. Charles,MN,34,0,0,0,0,0,0,0,12,0,46,33,22,24,0,547,17,188,370,285,235,105,10,0,10,20,0,6,26,16,0,53,71,124,9,0,8,8,16
St. Clair,MO,69,0,0,40,0,1,0,7,4,0,160,108,156,318,105,1286,201,308,643,314,241,102,16,0,19,0,0,19,2,37,0,41,87,91,0,21,31,26,4
St. Cloud,MN,1006,8,0,11,52,17,16,3,135,207,903,457,1020,770,756,14017,2134,4815,11706,8397,13195,4179,1299,1071,586,1231,776,1451,1219,596,110,2449,3715,4019,850,1049,722,1234,1751
Ste. Genevieve,MO,38,0,0,0,0,0,0,0,0,17,48,39,108,11,69,1274,160,209,450,230,272,91,13,0,0,26,0,0,24,43,16,51,51,81,36,35,37,0,0
St. Francis,MN,6,0,0,0,0,0,0,0,9,0,9,13,117,28,77,1329,119,373,822,492,413,137,17,23,10,13,13,61,26,25,0,75,145,131,26,25,26,0,63
St. George,UT,434,0,0,29,0,146,107,161,307,190,480,288,745,930,1398,13675,1770,6028,13403,7196,11325,4695,1173,933,646,938,631,1002,1169,1208,64,1931,3358,3979,1001,597,551,980,1607
St. Helena,CA,88,0,0,0,11,0,14,24,166,4,8,109,82,0,202,683,43,217,703,282,1585,456,184,56,32,266,61,57,331,117,10,172,395,240,260,171,102,177,52
St. Helens,OR,201,0,0,0,0,0,0,17,45,70,125,200,304,413,457,4776,1238,1710,3476,1317,2363,796,121,65,57,267,101,251,394,189,6,513,510,526,137,130,214,141,290
St. Ignace,MI,20,0,0,0,0,0,0,0,5,5,17,26,56,82,12,535,92,187,299,150,237,83,11,5,0,18,5,22,17,20,5,48,79,49,10,22,13,7,54
St. James,MN,98,0,6,0,10,11,0,0,31,35,175,22,66,73,36,1054,82,152,414,230,318,59,9,6,17,29,8,21,23,24,0,48,47,139,17,0,0,0,44
St. James,MO,81,0,0,0,0,6,14,0,41,7,97,61,35,75,70,955,114,216,364,166,269,83,27,24,18,16,21,23,35,31,0,37,64,140,16,5,14,11,21
St. James,NC,16,0,0,0,0,0,0,0,0,0,0,0,26,0,49,524,47,195,408,134,1149,595,44,42,58,27,87,45,137,194,0,113,390,506,15,154,0,142,26
St. Johns,AZ,4,0,0,0,0,0,0,0,15,0,115,35,86,8,0,403,58,138,525,111,84,31,5,0,0,0,0,5,31,35,0,23,7,19,0,0,0,0,0
St. Johns,MI,18,0,6,0,0,10,0,0,0,7,134,49,118,150,82,1822,145,554,1064,427,647,376,80,29,0,69,55,68,73,63,0,126,260,312,33,43,7,37,84
St. Johnsbury,VT,19,0,0,0,0,0,0,0,1,2,59,115,49,80,113,898,151,229,632,220,613,265,18,21,20,55,25,79,61,71,7,142,60,182,122,48,78,58,33
St. Joseph,IL,6,0,0,0,0,0,0,0,0,0,12,0,14,0,23,752,34,210,599,426,590,324,49,24,14,31,0,65,53,78,12,189,222,154,36,36,21,61,27
St. Joseph,MO,469,2,7,0,63,164,71,8,154,250,1096,1011,1522,1535,803,15995,3577,4508,8938,3136,6850,2513,589,495,400,881,330,570,554,364,108,1388,1989,2171,397,363,339,336,1116
St. Louis,MO,10433,146,172,121,342,1026,952,1577,3983,2603,18959,14429,24463,30949,21331,307035,54653,98766,235232,118535,312654,149986,34003,21832,27765,30717,17075,26977,36221,37768,2894,51539,129839,73248,21721,26029,19824,27055,29749
St. Maries,ID,20,0,0,0,0,0,6,0,9,18,41,6,63,15,24,640,110,133,276,105,123,50,17,0,2,22,2,0,17,6,8,42,35,41,0,2,14,0,19
St. Martinville,LA,98,0,0,0,0,51,60,23,147,40,182,96,99,295,87,1579,230,206,690,145,303,213,42,15,24,9,0,58,58,0,0,13,108,200,6,45,0,4,88
St. Marys,KS,4,0,0,0,0,0,0,0,0,0,3,6,14,15,15,442,51,147,283,130,170,76,40,22,10,16,5,20,0,10,3,54,30,107,33,9,10,0,25
St. Marys,OH,37,0,0,0,0,0,8,13,51,23,132,53,141,166,115,2342,244,387,798,755,525,151,15,13,48,25,32,76,27,30,0,75,142,244,0,0,0,10,25
St. Marys,PA,79,0,0,0,0,0,6,0,0,0,62,72,194,109,116,3210,306,313,539,707,826,307,89,39,12,31,70,70,78,119,23,161,179,234,90,51,54,52,140
St. Marys,WV,0,0,3,0,0,3,0,0,11,25,17,11,108,61,62,1106,233,271,431,261,347,145,0,21,6,46,29,8,2,33,12,43,113,176,12,5,6,19,31
St. Marys--Kingsland,GA,154,0,14,0,0,9,0,0,16,45,80,171,274,287,277,4923,1522,2059,3865,2152,2706,1326,109,159,117,200,139,155,433,217,12,419,1166,785,129,283,99,302,324
St. Pauls,NC,29,0,0,0,0,28,9,15,79,3,101,67,60,58,9,676,78,108,277,152,101,35,4,20,0,22,10,4,6,0,0,12,43,43,0,11,0,0,15
St. Peter,MN,10,0,0,0,0,0,0,3,65,1,105,83,76,65,144,1461,251,440,801,699,1248,428,108,194,70,173,68,162,236,58,4,170,278,338,142,156,150,57,146
St. Simons,GA,28,0,0,0,5,17,0,5,43,15,6,71,85,151,102,1039,119,543,1609,802,3507,1371,563,210,172,382,211,225,398,221,27,426,1273,893,412,324,209,417,348
Salamanca,NY,36,0,0,0,22,3,9,0,6,6,58,98,127,94,69,1133,376,283,382,280,295,115,14,0,8,25,20,24,62,21,3,29,93,102,13,16,3,7,28
Salem,IL,19,0,0,0,0,0,11,6,12,31,218,96,61,155,74,1496,370,615,885,560,438,236,10,14,16,51,21,22,36,25,0,31,171,281,8,18,16,33,51
Salem,IN,49,0,0,0,0,0,0,30,8,26,176,99,178,87,119,1623,280,173,583,388,340,183,35,54,23,48,81,34,45,14,0,107,128,144,20,14,0,20,20
Salem,MO,135,0,0,0,0,0,0,0,12,60,395,120,149,121,40,837,263,252,358,240,111,145,0,20,54,14,0,4,1,7,0,24,10,162,4,0,8,0,0
Salem,NJ,64,0,0,0,21,18,0,38,12,39,96,91,104,212,90,1428,142,126,437,129,260,117,5,7,9,10,5,38,6,17,37,38,77,106,6,21,9,9,9
Salem,OH,63,0,0,0,0,29,0,129,20,40,118,252,497,386,238,5168,837,955,1700,1005,1358,425,159,6,12,105,71,49,139,113,17,231,439,448,65,129,58,31,175
Salem,OR,2234,30,19,208,186,771,193,356,3333,587,2358,2561,2493,3398,3414,30971,9709,14179,28511,12569,24392,9845,2551,1492,1287,2653,1343,2309,4440,1856,454,3610,6736,5890,2481,3336,1561,1440,2832
Salida,CO,54,0,0,0,0,0,2,0,58,12,53,73,69,102,123,1091,212,447,1012,443,1208,433,166,38,99,207,73,98,141,102,0,53,312,237,73,122,158,171,113
Salina,KS,431,0,0,5,52,38,98,55,205,16,278,685,358,707,568,8621,1706,2579,5510,2000,4537,1808,442,226,306,507,175,213,368,317,47,856,1491,1784,146,354,174,314,432
Salinas,CA,4539,18,40,560,1705,2944,1282,1146,13179,945,2818,4840,2316,2388,2947,21287,3891,5605,14523,9066,10904,3363,960,809,599,1589,509,1014,1576,886,169,1832,2657,1735,928,1593,533,570,850
Salisbury,MD,648,0,20,14,120,140,56,154,499,309,875,1133,1875,1873,897,17502,1926,3698,8893,3973,9405,5111,1187,831,701,1551,806,895,1067,701,71,1668,2749,3551,584,1190,452,426,1334
Sallisaw,OK,37,0,0,0,0,46,14,8,76,31,67,144,284,207,74,1701,392,283,871,407,464,94,89,0,0,25,14,32,0,42,0,128,103,254,0,39,0,0,56
Salmon,ID,11,0,0,0,0,0,0,0,0,4,18,36,44,39,37,624,197,273,328,120,257,69,11,19,0,115,0,0,32,16,0,69,44,32,22,37,0,7,49
Saltillo,MS,0,0,0,0,0,0,0,0,0,54,54,49,95,178,0,653,250,296,640,437,594,111,17,0,65,14,0,11,20,42,0,54,251,101,0,0,43,77,44
Salt Lake City--West Valley City,UT,6525,47,96,255,847,1315,794,1510,8163,1676,3524,9144,8543,13115,13553,130999,18943,47736,121725,58157,136536,50541,13162,10086,10385,13574,7186,10676,20561,16136,2543,22579,41262,26421,11709,7948,10329,10761,14920
Saluda,SC,279,0,0,22,0,9,0,0,56,16,62,54,129,27,52,661,81,95,123,92,147,50,11,0,0,14,0,47,55,16,0,0,35,15,0,24,8,0,0
San Angelo,TX,1334,18,48,64,184,436,72,282,1020,770,695,1627,1683,1443,756,14374,3925,4337,9481,4446,8628,3293,756,618,584,975,273,636,1030,566,129,1273,2826,2548,709,671,355,764,1107
San Antonio,TX,22553,281,468,1385,2841,5880,3917,6156,23094,8347,18156,26727,24386,26434,19004,240191,54550,80793,201131,91368,207295,82851,20715,11846,15803,22781,11210,16945,22659,20404,3829,35034,76189,44828,15321,15379,10102,12401,20781
San Carlos,AZ,0,0,0,0,9,0,0,0,35,27,22,99,120,375,58,896,158,123,341,129,28,56,10,13,0,10,12,8,0,0,0,28,9,38,0,0,0,0,21
Sandersville,GA,59,0,5,0,0,0,13,8,39,49,98,34,274,310,69,1498,387,229,458,218,521,225,11,0,28,25,35,128,66,9,18,124,175,140,12,0,8,0,44
San Diego,CA,38972,502,633,2004,4200,8671,6447,9076,45808,11065,20813,39051,24896,30581,42932,339096,43104,116163,338487,180592,452677,184053,54700,42162,38517,53985,31453,42742,77800,80771,6482,63732,142540,60033,36368,42197,32467,30245,42347
San Diego,TX,91,0,0,0,31,48,23,149,39,23,137,165,165,118,68,764,49,146,502,168,109,45,0,0,0,0,0,25,0,0,0,0,46,83,0,0,0,0,0
Sandpoint,ID,32,0,0,58,0,0,0,32,0,1,121,118,171,214,76,1889,498,816,1392,722,1193,401,85,43,57,150,61,171,125,53,9,173,341,432,64,132,22,19,149
Sandusky,MI,19,0,0,0,0,0,0,0,16,10,58,32,79,45,32,692,142,185,284,133,149,100,11,0,0,16,0,21,13,3,0,54,49,72,14,11,0,0,14
Sandusky,OH,271,0,0,0,0,50,30,11,116,97,328,302,830,1247,503,11159,1382,1884,5213,2904,5277,1900,386,185,165,443,246,277,583,385,62,819,1484,1937,305,428,273,293,551
Sandy,OR,16,0,0,0,9,0,0,28,0,0,32,38,67,133,146,1833,374,801,1108,909,857,330,35,52,10,77,24,83,157,137,22,139,242,203,43,135,38,68,72
Sanford,ME,76,0,0,8,1,0,0,0,34,72,242,161,144,248,136,2959,675,677,1040,750,1355,370,39,28,33,108,51,64,223,136,29,236,395,192,99,115,113,47,163
Sanford,NC,441,21,7,26,82,196,175,130,516,162,389,800,924,579,211,4552,909,1370,3428,2059,3898,1267,142,140,316,328,206,228,328,489,81,680,917,1103,199,237,136,157,564
San Francisco--Oakland,CA,60310,271,724,2335,5556,10465,8462,12110,49429,10303,25131,31135,23649,28855,52333,365425,39626,108166,332787,162124,668133,304518,92716,65998,80511,83580,43498,62521,154941,115415,11413,84379,195027,56161,86185,72802,80410,52632,43943
Sanger,CA,832,54,0,37,167,323,203,280,871,234,697,423,651,677,420,2569,452,1010,2448,1275,1369,373,140,17,0,20,24,29,163,33,40,179,561,362,6,277,90,16,99
Sanger,TX,0,11,0,0,0,0,0,42,0,12,59,44,67,67,58,1098,238,370,669,419,556,108,17,31,17,50,14,30,36,76,0,31,144,112,22,12,35,38,124
San Joaquin,CA,135,11,0,26,120,80,47,4,470,83,73,156,59,45,41,216,26,9,178,37,61,0,0,0,0,0,13,0,0,0,0,0,19,23,0,0,0,0,6
San Jose,CA,25765,348,443,847,2395,5388,3111,6174,22124,4548,12056,14462,12969,13960,27442,158195,19830,48490,144665,83432,314669,192175,32541,42389,70646,34201,29920,22352,45505,141451,4721,40125,96901,28332,26085,21885,20871,16305,18449
San Luis,AZ,388,0,0,229,155,544,267,424,2105,163,296,1771,594,443,1566,951,334,388,2309,554,1136,112,36,0,106,20,0,85,37,222,0,111,270,213,22,14,0,0,184
San Luis Obispo,CA,231,0,8,0,7,127,53,28,382,103,179,189,352,870,329,3276,1228,1456,4614,2371,7779,3329,915,886,611,1752,355,814,1200,1490,85,1056,1734,948,766,778,840,389,904
San Manuel,AZ,20,0,0,0,0,0,0,7,22,7,74,37,60,8,42,548,222,178,655,138,105,127,0,9,17,0,15,0,0,30,0,68,43,48,0,0,0,0,20
San Marcos,TX,568,0,17,0,117,59,121,127,404,82,216,576,696,748,579,5283,1522,1600,4637,1759,5779,1823,175,454,327,420,366,447,1055,392,104,455,1168,1289,546,473,623,360,855
San Saba,TX,68,0,0,0,28,21,10,40,129,11,54,76,70,75,9,401,177,224,245,93,157,46,7,0,0,4,5,4,7,8,0,5,19,90,13,23,15,0,21
Santa Barbara,CA,1780,20,42,299,327,848,595,218,4119,357,1162,2719,992,1493,1799,15532,2129,5695,18570,8734,32766,14534,5087,4917,2626,4443,3225,3772,8995,5392,667,3586,7953,3821,4352,4698,4029,2672,1995
Santa Clarita,CA,1813,11,15,145,234,409,338,284,2858,530,1170,2247,1508,3257,3623,28153,3568,12010,32607,16664,40394,13853,3345,1903,2399,2826,1578,3716,5100,5515,330,5496,13082,4155,3238,4185,3903,3609,3759
Santa Cruz,CA,700,29,60,21,219,156,264,272,1395,210,382,791,756,730,1419,12619,1949,5907,20581,11011,30045,13022,3701,3030,2742,5107,2862,3604,6892,3788,621,3139,5856,3772,4009,3520,3834,1875,2398
Santa Fe,NM,698,0,0,49,39,400,163,107,1657,540,981,1612,797,1319,1127,12035,2306,2799,9921,3834,12577,8175,2204,2032,947,1715,1191,1483,2852,1354,217,1765,3171,3123,2558,2212,3042,793,1085
Santa Maria,CA,3448,0,54,293,796,1425,994,897,7169,674,1651,2880,1610,2371,1848,13722,2052,5491,12752,6086,8806,3078,957,403,631,839,554,644,1377,1228,64,1241,2188,1563,637,997,703,486,1031
Santa Paula,CA,799,0,0,63,208,297,307,415,1483,186,364,901,405,602,735,3677,240,1010,2969,1332,1564,657,135,177,54,154,35,103,312,210,18,124,494,293,155,326,196,45,123
Santaquin,UT,35,0,0,12,0,10,34,50,55,58,2,67,57,51,115,1304,124,495,925,516,858,220,44,5,62,170,9,66,110,71,0,96,141,126,21,115,49,20,128
Santa Rosa,CA,4334,47,61,203,592,920,523,678,4865,801,2032,3224,2805,3476,4560,37797,5992,16544,38187,20483,42744,14472,5375,2715,1931,5626,2296,4993,8268,4066,846,5384,10324,5437,5284,5211,4181,2608,3749
Santa Rosa,NM,52,0,0,0,0,41,0,0,6,16,46,164,106,51,53,635,244,122,279,34,88,97,10,0,17,0,10,0,34,0,0,1,103,20,6,0,0,0,4
Santa Rosa Beach,FL,0,0,0,0,0,0,0,0,34,0,0,49,0,41,69,644,214,576,668,313,890,279,97,15,31,92,0,37,75,83,0,293,334,168,19,26,14,11,121
Santo Domingo Pueblo,NM,8,0,0,4,0,4,4,10,15,28,26,81,80,159,56,510,22,53,373,115,65,20,0,10,0,7,4,0,8,3,0,23,15,20,3,6,0,0,10
Saranac Lake,NY,94,0,0,0,0,0,0,9,11,0,52,20,141,133,164,1143,675,427,926,735,729,419,104,67,21,245,44,52,141,36,0,114,151,198,83,63,94,40,154
Sarasota--Bradenton,FL,5107,49,44,129,425,684,899,2311,3170,1493,4545,4804,8172,8823,9108,136797,19943,36004,73395,43646,94962,43930,12318,7183,4851,7773,5488,7063,14032,11837,865,16359,34231,30136,7813,9103,6502,5043,8107
Saratoga Springs,NY,159,0,15,18,0,22,0,6,76,34,183,213,502,388,591,8668,1297,2498,5358,4824,11161,6272,844,1097,728,989,920,1079,1766,1744,99,1582,4109,2878,1167,862,1054,735,1001
Sauk Centre,MN,16,0,0,0,0,0,0,0,0,0,167,53,29,13,32,1156,109,102,338,350,396,112,21,16,13,40,50,0,23,16,0,25,96,222,13,0,0,31,39
Sault Ste. Marie,MI,66,0,0,0,0,0,0,0,0,28,92,93,236,182,107,1946,500,695,1289,637,1057,420,129,173,57,174,29,83,127,79,10,320,153,355,91,107,49,61,200
Savanna,IL,100,0,0,0,0,0,0,27,0,35,53,78,52,29,12,942,182,102,206,150,181,89,2,41,0,7,11,3,28,3,0,7,81,99,24,14,23,45,7
Savannah,GA,1368,0,16,5,110,232,148,369,1387,714,1588,2565,4054,3831,3059,38084,7869,10374,33207,11995,36076,14871,3462,2770,2365,3400,2297,2553,4223,4047,662,6111,10822,7592,2196,4346,3330,2342,4611
Savannah,MO,9,0,0,0,0,0,0,0,0,0,49,45,87,81,35,1197,414,271,398,97,420,267,14,22,28,38,12,56,35,0,0,87,155,205,10,63,0,0,35
Savannah,TN,26,0,0,0,20,58,3,0,52,90,240,48,361,265,65,2291,330,288,703,350,343,261,36,0,12,15,44,20,30,69,8,61,128,228,8,26,28,0,71
Saw Creek,PA,63,0,0,0,0,0,0,18,0,28,119,69,27,140,92,1020,72,230,897,337,376,270,12,23,38,12,0,32,55,53,0,104,186,141,0,38,0,22,0
Sayre,OK,45,0,0,5,8,55,35,36,100,47,53,80,152,136,58,801,320,150,246,173,196,51,5,11,0,38,0,28,34,0,0,68,25,63,0,23,14,4,33
Sayre--Waverly,PA,107,0,0,0,0,17,0,0,19,71,133,228,239,265,277,4681,848,831,1116,1200,1800,777,135,85,157,150,194,107,99,95,13,436,400,728,40,107,91,43,284
Schulenburg,TX,38,0,0,0,0,4,6,35,3,24,86,83,99,99,46,616,61,110,138,139,237,40,26,0,20,28,0,12,9,21,0,49,60,51,4,35,17,0,13
Schuyler,NE,158,0,0,0,94,139,53,51,333,55,31,312,209,130,86,894,138,172,309,101,180,70,9,0,0,9,0,0,12,21,0,21,75,85,0,0,5,8,29
Scott City,KS,10,0,0,57,0,0,5,0,23,0,21,34,104,119,27,729,88,278,347,161,459,53,68,0,11,87,26,0,28,65,0,23,115,151,0,29,12,0,120
Scott City,MO,42,0,0,0,0,1,0,2,10,7,219,73,40,71,56,1301,214,217,377,130,267,218,0,14,1,78,12,46,8,23,6,79,61,129,0,23,2,7,41
Scottsbluff,NE,211,0,20,0,0,21,42,42,322,18,302,290,514,357,238,4318,743,1380,2698,1594,2401,875,229,111,87,349,141,143,210,127,32,510,596,834,78,358,113,114,271
Scottsboro,AL,103,0,0,8,0,12,26,7,50,84,179,101,281,224,117,1927,493,303,1013,683,736,460,163,80,18,101,72,61,68,124,9,101,253,445,22,59,46,27,105
Scottsburg,IN,84,0,0,0,0,20,16,46,69,68,351,295,146,254,85,2488,597,432,929,749,664,175,18,13,21,27,52,0,51,0,0,35,250,300,8,58,0,0,76
Scottsville,KY,29,0,0,0,0,0,0,22,35,28,129,162,162,134,0,741,273,226,358,228,286,100,0,19,0,15,0,45,26,13,6,78,45,113,0,20,20,0,60
Scranton,PA,2759,35,17,63,60,297,310,298,753,853,2574,3524,6164,6401,3705,91689,10564,17305,32550,23617,39950,17700,3473,2532,2413,3219,1693,3630,4086,2602,340,8998,13724,12243,2506,3573,1567,2387,5186
Sealy,TX,112,0,0,0,0,45,31,12,196,114,72,33,26,75,11,849,122,194,644,283,363,67,0,51,0,39,12,26,48,24,12,14,89,147,15,0,0,0,55
Searcy,AR,169,0,0,11,71,7,48,19,229,60,244,242,370,497,197,4242,818,1035,1947,1179,2530,1188,203,415,185,311,184,224,168,91,7,467,871,1063,186,366,117,187,295
Seaside,OR,4,0,0,0,0,39,0,0,44,17,74,60,166,91,131,1419,252,666,1099,471,867,533,21,29,52,93,13,55,153,51,14,120,363,252,154,92,91,63,52
